GpsTm=789200724,Flag=4,Longi=114.072803,Lati=22.755983,Speed=582(0.1km/h),Yaw=115(deg)
AcceSpeed(X/Y/Z)=2/-8/99 (0.01g), AngSpeed(X/Y/Z)=-38/-267/-1 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=210/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=216/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/101 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=217/-216/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/96 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=213/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-216/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/96 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/97 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
GpsTm=789200935,Flag=4,Longi=114.074420,Lati=22.764270,Speed=0(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=4/-19/97 (0.01g), AngSpeed(X/Y/Z)=218/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/96 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/95 (0.01g), AngSpeed(X/Y/Z)=214/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/104 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/100 (0.01g), AngSpeed(X/Y/Z)=211/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=215/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/96 (0.01g), AngSpeed(X/Y/Z)=213/-223/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=213/-221/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/100 (0.01g), AngSpeed(X/Y/Z)=215/-216/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-210/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/96 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-212/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/96 (0.01g), AngSpeed(X/Y/Z)=211/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/103 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-221/-88 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/99 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-222/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/97 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=210/-211/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=213/-211/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=218/-221/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=218/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/99 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/104 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=214/-223/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=210/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/96 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/104 (0.01g), AngSpeed(X/Y/Z)=213/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=215/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/99 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=212/-214/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/105 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/96 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=211/-219/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/99 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/105 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/96 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/104 (0.01g), AngSpeed(X/Y/Z)=214/-219/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/96 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/105 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/100 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=216/-216/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/97 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=214/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/98 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=212/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/104 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
GpsTm=789200936,Flag=4,Longi=114.074420,Lati=22.764270,Speed=0(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/97 (0.01g), AngSpeed(X/Y/Z)=211/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/105 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/104 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-218/-87 (0.01deg/s)
